PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,SEASON,PLAYER(season),TEAM(season),OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,Off_kmean,Def_kmean,Ovr_kmean
Jameel Warney,DAL,24,3,1,2,51.6,32.7,13.5,23.1,58.3,0.0,0.0,0.0,5.8,9.6,60.0,7.7,9.6,17.3,0.0,1.9,0.0,0.0,3.8,51.5,0,0,-9.6,17-18,Jameel Warney(17-18),DAL(17-18),105.8,113.2,-7.4,0.0,0.0,0.0,13.8,20.0,16.7,6.7,58.3,59.9,23.4,93.85,15.1,2,1,1
Boban Marjanovic,LAC,29,39,18,21,46.6,32.4,10.9,20.4,53.4,0.0,0.0,0.0,10.6,13.4,79.4,6.6,13.2,19.9,3.0,5.0,1.4,1.5,7.0,64.5,1,0,7.6,17-18,Boban Marjanovic(17-18),LAC(17-18),109.8,103.5,6.3,10.0,0.61,8.8,15.1,27.4,21.5,14.4,53.4,61.6,27.6,102.36,16.6,2,0,0
Lou Williams,LAC,31,79,42,37,47.0,32.4,10.6,24.3,43.5,3.4,9.4,35.9,7.8,8.9,88.0,0.7,2.9,3.6,7.6,4.3,1.5,0.3,1.9,49.5,7,0,2.2,17-18,Lou Williams(17-18),LAC(17-18),111.8,110.2,1.6,25.4,1.78,19.0,1.5,5.9,3.8,10.7,50.5,57.4,28.5,101.77,12.7,2,0,0
Tyreke Evans,MEM,28,52,19,33,49.9,31.4,11.4,25.1,45.2,3.5,8.9,39.9,5.1,6.5,78.5,1.4,6.9,8.2,8.4,3.6,1.8,0.5,3.0,57.1,7,0,0.8,17-18,Tyreke Evans(17-18),MEM(17-18),106.5,106.4,0.1,30.4,2.3,21.0,2.7,13.7,8.3,9.1,52.3,56.1,27.7,95.78,16.0,2,0,0
Kemba Walker,CHA,28,80,36,44,48.3,31.2,10.4,24.0,43.1,4.1,10.6,38.4,6.4,7.4,86.4,0.6,3.8,4.4,7.8,3.2,1.6,0.4,1.7,51.1,3,0,3.6,17-18,Kemba Walker(17-18),CHA(17-18),111.3,108.0,3.3,26.4,2.48,20.6,1.1,7.7,4.4,8.3,51.6,57.2,26.7,99.31,13.1,2,0,0
Blake Griffin,DET,29,58,28,30,48.8,30.8,10.8,24.7,43.8,2.8,8.0,34.5,6.4,8.2,78.5,1.8,8.8,10.6,8.3,4.1,1.0,0.4,3.4,56.1,16,3,1.5,17-18,Blake Griffin(17-18),DET(17-18),108.9,107.0,1.9,28.6,2.02,20.4,3.6,17.5,10.6,10.1,49.3,54.4,28.5,98.54,14.4,2,0,0
Bradley Beal,WAS,25,82,43,39,49.0,30.5,11.2,24.4,46.0,3.3,8.7,37.5,4.8,6.1,79.1,1.0,5.0,6.0,6.1,3.5,1.6,0.6,2.6,49.9,4,0,2.9,17-18,Bradley Beal(17-18),WAS(17-18),108.7,106.3,2.4,20.6,1.74,16.9,2.1,10.1,6.2,9.7,52.7,56.4,26.8,97.82,12.5,2,0,0
Kevin Love,CLE,29,59,37,22,48.4,30.5,9.8,21.4,45.8,4.0,9.7,41.5,6.9,7.8,88.0,3.0,13.0,16.0,3.0,2.6,1.3,0.7,3.5,57.5,31,0,2.3,17-18,Kevin Love(17-18),CLE(17-18),112.7,111.3,1.4,9.9,1.14,9.9,6.5,27.4,17.2,8.7,55.2,61.4,24.8,98.75,15.0,2,0,0
Dennis Schroder,ATL,24,67,21,46,48.5,30.3,11.7,26.7,43.6,1.8,6.1,29.0,5.2,6.2,84.9,1.0,3.8,4.9,9.7,4.3,1.7,0.1,3.4,52.0,5,0,-6.5,17-18,Dennis Schroder(17-18),ATL(17-18),105.2,111.8,-6.7,35.2,2.28,22.5,2.1,8.1,5.0,9.9,46.9,51.5,29.9,98.94,11.6,2,0,0
Montrezl Harrell,LAC,24,76,39,37,46.9,30.3,12.6,19.9,63.5,0.0,0.3,14.3,5.0,8.1,62.6,3.7,7.4,11.1,2.7,2.5,1.3,1.9,5.2,54.8,0,0,1.9,17-18,Montrezl Harrell(17-18),LAC(17-18),109.1,107.0,2.1,9.3,1.09,9.5,8.1,14.6,11.5,8.7,63.6,64.7,22.7,102.39,14.4,2,1,1
Jimmy Butler,MIN,28,59,37,22,50.0,30.2,10.1,21.3,47.4,1.6,4.6,35.0,8.4,9.8,85.4,1.8,5.4,7.3,6.7,2.5,2.7,0.6,1.8,56.1,3,0,8.6,17-18,Jimmy Butler(17-18),MIN(17-18),114.7,106.4,8.3,20.4,2.67,19.3,3.8,11.2,7.5,7.2,51.2,59.0,24.5,95.76,15.1,2,0,0
Donovan Mitchell,UTA,21,79,46,33,49.2,30.1,11.1,25.4,43.7,3.5,10.3,34.0,4.5,5.5,80.5,1.0,4.5,5.5,5.4,4.0,2.2,0.5,4.0,49.0,0,0,6.7,17-18,Donovan Mitchell(17-18),UTA(17-18),108.3,101.5,6.8,18.9,1.35,14.6,2.0,9.3,5.7,10.8,50.6,54.1,28.3,97.65,10.9,2,0,0
Anthony Brown,MIN,25,1,0,1,37.3,30.0,10.0,10.0,100.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,45.0,0,0,30.0,17-18,Anthony Brown(17-18),MIN(17-18),120.0,90.0,30.0,33.3,0.0,50.0,0.0,0.0,0.0,0.0,150.0,150.0,10.0,128.57,22.9,1,2,2
Karl-Anthony Towns,MIN,22,82,47,35,49.9,29.8,10.9,20.0,54.5,2.1,4.9,42.1,5.9,6.9,85.8,4.1,13.2,17.3,3.4,2.7,1.1,2.0,4.9,62.1,68,0,6.4,17-18,Karl-Anthony Towns(17-18),MIN(17-18),115.3,109.2,6.1,10.5,1.25,11.7,8.5,27.2,17.9,9.3,59.6,64.6,22.5,96.15,16.5,2,0,0
Zach LaVine,CHI,23,24,9,15,47.9,29.3,9.9,25.9,38.3,3.1,9.0,34.1,6.4,7.8,81.3,0.7,6.2,6.9,5.3,3.1,1.8,0.3,4.0,48.4,0,0,-12.6,17-18,Zach LaVine(17-18),CHI(17-18),102.6,114.7,-12.1,18.7,1.67,14.0,1.3,13.8,7.1,8.3,44.2,49.9,29.0,100.31,9.2,2,0,0
Paul George,OKC,28,79,47,32,48.4,29.0,9.6,22.4,43.0,4.1,10.2,40.1,5.7,6.9,82.2,1.2,6.3,7.5,4.4,3.5,2.7,0.7,3.9,51.1,4,0,3.8,17-18,Paul George(17-18),OKC(17-18),109.7,106.0,3.7,14.3,1.24,13.3,2.3,13.2,7.6,10.7,52.1,57.0,24.8,99.23,12.0,2,0,0
CJ McCollum,POR,26,81,48,33,48.8,28.9,11.1,25.1,44.3,3.2,7.9,39.7,3.5,4.2,83.6,0.9,4.5,5.4,4.5,2.5,1.3,0.6,2.8,45.2,1,0,2.0,17-18,CJ McCollum(17-18),POR(17-18),107.3,105.8,1.6,15.6,1.8,13.4,1.7,8.9,5.3,7.4,50.6,53.6,25.9,98.2,10.9,2,0,0
Marreese Speights,ORL,30,52,15,37,48.2,28.7,9.9,24.9,39.5,6.1,16.6,36.9,2.9,3.9,72.7,1.5,8.0,9.5,2.9,2.9,0.6,1.6,7.6,47.9,1,0,1.8,17-18,Marreese Speights(17-18),ORL(17-18),104.9,103.4,1.6,10.4,1.0,8.8,3.0,15.2,9.3,8.8,51.9,53.9,26.5,99.52,8.9,1,2,2
Trey Burke,NYK,25,36,10,26,48.8,28.7,12.0,23.9,50.3,2.4,6.5,36.2,2.3,3.5,64.9,0.8,3.6,4.4,10.6,2.7,1.5,0.2,2.7,52.4,3,0,-5.0,17-18,Trey Burke(17-18),NYK(17-18),111.1,115.3,-4.2,32.9,3.95,27.4,1.7,7.4,4.5,6.9,55.2,56.3,24.9,98.67,12.9,3,0,0
Julius Randle,LAL,23,82,35,47,47.5,28.7,10.9,19.6,55.8,0.2,1.0,22.2,6.6,9.2,71.8,3.9,10.2,14.2,4.6,4.6,0.9,1.0,5.9,53.6,28,1,-1.8,17-18,Julius Randle(17-18),LAL(17-18),107.0,108.4,-1.4,15.8,0.99,13.9,8.2,20.2,14.4,14.1,56.3,60.6,25.1,101.3,13.5,2,0,0
Michael Beasley,NYK,29,74,24,50,48.5,28.6,12.0,23.7,50.7,1.0,2.5,39.5,3.6,4.7,78.0,2.8,9.3,12.1,3.6,4.2,1.1,1.3,4.3,51.4,10,0,-4.0,17-18,Michael Beasley(17-18),NYK(17-18),106.6,110.6,-4.0,12.2,0.86,10.8,5.7,19.1,12.3,12.6,52.8,55.6,26.1,98.96,12.2,2,0,0
Jeremy Lin,BKN,29,1,0,1,40.0,28.6,7.9,19.0,41.7,1.6,3.2,50.0,11.1,11.1,100.0,0.0,0.0,0.0,6.3,4.8,0.0,0.0,4.8,33.3,0,0,-9.5,17-18,Jeremy Lin(17-18),BKN(17-18),109.5,119.0,-9.5,23.5,1.33,18.2,0.0,0.0,0.0,13.6,45.8,59.7,25.4,120.08,7.1,2,0,0
Chris Paul,HOU,33,58,50,8,48.7,28.5,9.7,21.0,46.0,3.8,10.0,38.0,5.4,5.8,91.9,1.0,7.3,8.3,12.1,3.4,2.5,0.4,3.7,61.8,14,1,13.2,17-18,Chris Paul(17-18),HOU(17-18),116.6,103.3,13.2,38.9,3.57,31.0,2.0,15.1,8.6,8.7,55.0,60.4,24.1,98.6,16.6,3,0,0
Zach Randolph,SAC,36,59,18,41,49.8,28.3,11.9,25.2,47.3,1.7,4.9,34.7,2.8,3.5,78.5,3.2,9.9,13.1,4.2,3.8,1.4,0.3,3.9,51.6,8,0,-11.7,17-18,Zach Randolph(17-18),SAC(17-18),102.5,114.7,-12.2,14.6,1.09,12.1,6.3,21.5,13.5,11.1,50.7,52.9,27.0,96.17,12.2,2,0,0
Jordan Clarkson,CLE,26,81,40,41,47.3,28.1,10.8,23.9,45.1,2.8,8.0,35.2,3.8,4.8,80.0,1.4,4.0,5.4,5.5,3.2,1.5,0.2,2.7,44.6,1,0,-1.0,17-18,Jordan Clarkson(17-18),CLE(17-18),104.6,106.5,-1.9,19.3,1.74,16.1,2.9,8.0,5.5,9.3,50.9,54.2,25.3,101.14,11.5,2,0,0
Bobby Portis,CHI,23,73,25,48,47.9,28.1,11.1,23.7,47.1,2.3,6.5,35.9,3.5,4.6,76.9,4.6,9.9,14.5,3.6,3.0,1.5,0.7,3.8,54.3,12,0,-2.4,17-18,Bobby Portis(17-18),CHI(17-18),107.4,109.5,-2.1,12.6,1.19,11.2,8.9,20.7,14.5,9.4,52.0,54.8,25.0,100.32,13.3,2,0,0
T.J. Warren,PHX,24,65,18,47,47.3,28.1,11.7,23.5,49.8,0.4,2.0,22.2,4.3,5.6,75.7,2.8,4.6,7.4,1.9,1.9,1.4,0.9,3.3,44.9,6,0,-9.5,17-18,T.J. Warren(17-18),PHX(17-18),103.3,112.2,-9.0,6.9,1.0,6.3,5.5,9.3,7.4,6.3,50.7,54.1,24.3,101.69,10.7,2,1,1
D'Angelo Russell,BKN,22,48,16,32,46.5,28.0,10.5,25.3,41.4,3.4,10.5,32.4,3.7,4.9,74.0,1.1,6.0,7.1,9.4,5.5,1.4,0.6,3.5,51.1,5,1,-6.9,17-18,D'Angelo Russell(17-18),BKN(17-18),105.2,112.4,-7.2,34.8,1.69,22.2,2.3,12.2,7.2,13.1,48.1,50.9,29.5,103.04,10.9,2,0,0
Johnathan Motley,DAL,23,11,1,10,50.9,27.8,11.6,21.7,53.3,0.3,1.7,16.7,4.3,8.1,53.6,4.1,10.1,14.2,2.0,2.6,0.9,0.6,5.2,49.7,1,0,-4.9,17-18,Johnathan Motley(17-18),DAL(17-18),100.9,104.3,-3.4,7.8,0.78,6.7,7.1,20.0,13.1,8.7,54.0,55.0,24.0,94.9,12.6,2,1,1
Nikola Jokic,DEN,23,75,43,32,49.0,27.8,10.1,20.3,49.9,2.2,5.6,39.6,5.3,6.3,85.0,3.9,12.2,16.1,9.2,4.2,1.8,1.2,4.3,65.8,38,10,7.1,17-18,Nikola Jokic(17-18),DEN(17-18),114.0,107.8,6.2,28.6,2.18,25.3,8.1,25.4,16.8,11.6,55.4,60.3,23.8,97.52,16.9,2,0,0
Eric Gordon,HOU,29,69,55,14,48.0,27.7,9.3,21.6,42.8,4.9,13.6,35.9,4.3,5.4,80.9,0.6,3.2,3.8,3.4,2.9,1.0,0.6,2.6,39.3,0,0,13.1,17-18,Eric Gordon(17-18),HOU(17-18),116.4,103.5,13.0,11.3,1.18,11.4,1.1,6.5,3.9,9.6,54.0,57.8,23.8,99.89,9.0,2,2,2
Eric Bledsoe,MIL,28,74,40,34,48.7,27.6,9.8,20.8,47.3,2.6,7.6,34.7,5.3,6.7,79.5,1.1,4.9,6.0,7.8,4.5,3.1,0.9,3.9,53.9,3,1,2.5,17-18,Eric Bledsoe(17-18),MIL(17-18),110.7,107.9,2.7,24.6,1.71,21.6,2.3,10.0,6.3,12.6,53.6,58.2,25.4,98.57,12.5,2,0,0
Klay Thompson,GSW,28,73,55,18,47.2,27.6,10.8,22.2,48.9,4.3,9.8,44.0,1.5,1.8,83.7,0.6,4.6,5.2,3.5,2.4,1.0,0.6,2.2,41.7,2,0,7.5,17-18,Klay Thompson(17-18),GSW(17-18),112.6,105.6,7.1,10.8,1.45,12.1,1.4,8.9,5.5,8.3,58.6,59.9,23.2,101.38,10.3,1,2,2
Mike Conley,MEM,30,12,7,5,50.1,27.5,8.6,22.6,38.1,3.2,10.3,31.2,7.1,8.9,80.3,0.0,3.6,3.6,6.6,2.4,1.6,0.4,3.2,45.4,0,0,-2.3,17-18,Mike Conley(17-18),MEM(17-18),102.6,105.1,-2.6,23.4,2.72,18.8,0.0,7.0,3.6,6.9,45.2,52.0,26.0,95.68,10.9,2,0,0
Jonas Valanciunas,TOR,26,77,56,21,48.3,27.4,10.9,19.2,56.8,0.8,2.1,40.5,4.8,5.9,80.6,5.1,13.3,18.5,2.3,3.2,0.8,1.9,5.4,58.0,26,0,6.3,17-18,Jonas Valanciunas(17-18),TOR(17-18),112.9,107.2,5.6,7.5,0.7,8.3,10.6,26.3,18.7,11.8,59.0,62.8,22.2,99.04,15.1,2,0,0
Harrison Barnes,DAL,26,77,24,53,49.5,27.3,10.1,22.7,44.5,2.2,6.3,35.7,4.9,5.9,82.7,1.4,7.3,8.8,2.9,2.2,0.9,0.3,1.8,43.5,8,0,-6.1,17-18,Harrison Barnes(17-18),DAL(17-18),103.4,109.5,-6.1,10.1,1.29,9.4,2.8,15.4,8.9,7.3,49.4,53.9,24.7,96.98,11.4,2,2,2
Khris Middleton,MIL,26,82,44,38,49.1,27.2,9.8,20.9,46.6,2.4,6.7,35.9,5.3,6.0,88.4,0.7,6.3,7.1,5.4,3.1,2.0,0.3,4.4,47.5,5,1,1.6,17-18,Khris Middleton(17-18),MIL(17-18),110.3,108.7,1.6,17.2,1.72,17.0,1.6,13.3,7.6,9.9,52.4,57.7,23.9,97.78,11.4,2,0,0
Tobias Harris,LAC,25,80,39,41,48.8,27.2,10.3,22.3,46.0,3.3,8.1,41.1,3.3,4.0,82.9,1.1,6.9,8.0,3.5,1.9,1.3,0.6,3.0,46.0,3,0,-2.1,17-18,Tobias Harris(17-18),LAC(17-18),108.3,110.6,-2.3,11.5,1.83,12.0,2.1,14.5,8.1,6.5,53.5,56.5,22.7,98.2,11.3,1,2,2
Reggie Jackson,DET,28,45,27,18,49.5,27.1,10.1,23.8,42.6,2.1,7.0,30.8,4.6,5.5,83.6,1.2,4.0,5.2,9.8,4.1,1.1,0.2,3.6,47.7,0,0,0.6,17-18,Reggie Jackson(17-18),DET(17-18),107.1,106.6,0.4,33.1,2.4,24.5,2.3,8.4,5.2,10.2,47.1,51.6,26.5,96.84,10.8,3,0,0
Jordan Crawford,NOP,29,5,3,2,43.7,27.0,9.8,22.1,44.4,6.6,11.5,57.1,0.8,0.8,100.0,1.6,1.6,3.3,10.7,4.1,0.8,0.8,5.7,47.8,0,0,-15.6,17-18,Jordan Crawford(17-18),NOP(17-18),110.7,125.2,-14.5,35.1,2.6,28.9,3.6,3.6,3.6,11.1,59.3,60.1,23.0,110.35,9.0,3,0,0
Hassan Whiteside,MIA,29,54,30,24,48.9,27.0,11.2,20.7,54.0,0.1,0.1,100.0,4.6,6.5,70.3,6.2,15.9,22.1,1.9,3.3,1.3,3.4,4.7,67.2,28,0,-2.8,17-18,Hassan Whiteside(17-18),MIA(17-18),102.1,105.0,-2.8,6.8,0.59,6.8,12.1,31.7,21.8,11.5,54.2,57.3,23.5,98.25,17.6,2,0,0
John Wall,WAS,27,41,23,18,47.7,26.9,9.5,22.5,42.0,2.1,5.6,37.1,5.9,8.1,72.6,0.7,4.3,5.1,13.3,5.3,1.9,1.5,2.7,58.0,19,0,4.3,17-18,John Wall(17-18),WAS(17-18),109.8,106.1,3.8,42.5,2.49,29.7,1.6,8.8,5.3,11.9,46.6,51.5,28.1,100.44,13.0,3,0,0
Goran Dragic,MIA,32,75,39,36,49.2,26.8,10.0,22.2,45.0,2.3,6.2,37.0,4.5,5.6,80.1,1.1,5.2,6.3,7.4,3.4,1.3,0.2,3.7,46.8,3,0,0.4,17-18,Goran Dragic(17-18),MIA(17-18),106.2,106.0,0.2,24.5,2.16,20.9,2.3,10.5,6.4,9.7,50.2,54.3,25.0,97.49,11.5,2,0,0
Enes Kanter,NYK,26,71,27,44,49.0,26.8,11.3,19.1,59.2,0.0,0.1,0.0,4.2,4.9,84.8,7.3,13.6,20.9,2.8,3.3,1.0,1.0,5.0,58.7,39,0,-5.0,17-18,Enes Kanter(17-18),NYK(17-18),106.6,111.5,-4.9,9.1,0.86,10.3,14.6,27.9,21.2,12.0,59.2,63.0,21.2,97.96,16.1,2,1,1
Nikola Mirotic,NOP,27,55,34,21,46.5,26.7,9.5,21.3,44.7,4.2,11.1,37.7,3.5,4.3,81.8,1.8,10.8,12.6,2.5,1.9,1.4,1.2,3.4,51.4,12,0,4.6,17-18,Nikola Mirotic(17-18),NOP(17-18),109.6,105.4,4.2,7.9,1.29,9.0,3.8,21.3,12.7,7.0,54.6,57.7,22.3,103.04,13.0,1,2,2
Rodney Hood,CLE,25,60,29,31,48.8,26.7,9.7,22.7,42.9,3.8,10.1,38.1,3.4,3.9,86.0,0.7,4.3,5.0,2.9,2.1,1.4,0.4,3.2,40.0,0,0,-2.1,17-18,Rodney Hood(17-18),CLE(17-18),106.6,108.9,-2.3,9.7,1.36,9.8,1.4,9.1,5.2,7.2,51.3,54.6,24.0,98.22,9.0,1,2,2
Buddy Hield,SAC,25,80,27,53,49.8,26.5,10.2,22.9,44.6,4.3,10.0,43.1,1.7,2.0,87.7,1.4,6.2,7.6,3.8,3.0,2.1,0.5,3.6,46.2,0,0,-3.8,17-18,Buddy Hield(17-18),SAC(17-18),103.1,107.2,-4.1,12.7,1.25,12.5,2.7,12.9,7.6,10.0,54.0,55.7,23.6,96.26,10.9,1,2,2
Dwight Howard,CHA,32,81,35,46,48.2,26.4,9.9,17.8,55.5,0.0,0.1,14.3,6.5,11.4,57.4,5.0,14.8,19.8,2.1,4.1,0.9,2.6,4.9,59.6,53,0,1.7,17-18,Dwight Howard(17-18),CHA(17-18),109.6,108.2,1.4,6.9,0.5,7.1,10.1,29.5,19.9,14.0,55.6,57.7,23.8,99.41,13.6,2,1,1
Jusuf Nurkic,POR,23,79,48,31,48.6,26.3,11.2,22.1,50.5,0.0,0.2,0.0,4.0,6.4,63.0,4.4,12.1,16.5,3.3,4.3,1.5,2.6,5.7,59.1,27,0,3.7,17-18,Jusuf Nurkic(17-18),POR(17-18),106.7,103.1,3.6,11.5,0.78,10.3,8.7,23.7,16.2,13.2,50.5,52.8,25.7,98.73,12.7,2,1,1
Marc Gasol,MEM,33,73,21,52,50.4,26.3,9.1,21.6,42.0,2.3,6.7,34.1,5.9,7.1,83.4,1.6,10.8,12.4,6.4,4.1,1.1,2.1,3.9,56.5,25,1,-6.6,17-18,Marc Gasol(17-18),MEM(17-18),102.7,109.7,-6.9,22.5,1.57,18.3,3.3,22.5,12.7,11.6,47.3,53.2,25.5,95.03,14.0,2,0,0
Nikola Vucevic,ORL,27,57,17,40,47.2,26.3,11.2,23.6,47.5,1.8,5.7,31.4,2.2,2.6,81.9,2.8,11.8,14.7,5.4,3.1,1.6,1.7,4.0,58.9,29,1,-1.0,17-18,Nikola Vucevic(17-18),ORL(17-18),106.1,107.5,-1.3,18.4,1.75,16.2,5.9,24.9,15.3,9.2,51.3,53.3,25.2,101.48,13.9,2,0,0
Ante Zizic,CLE,21,32,21,11,47.3,26.3,10.8,14.8,73.1,0.0,0.0,0.0,4.6,6.4,72.4,5.3,7.9,13.2,1.1,2.4,0.4,2.9,6.6,51.3,0,0,-8.6,17-18,Ante Zizic(17-18),CLE(17-18),105.7,114.9,-9.1,3.9,0.45,5.3,11.2,17.9,14.5,11.7,73.1,74.6,17.1,101.27,13.2,0,1,1
JJ Redick,PHI,34,70,45,25,46.4,26.3,8.9,19.3,46.0,4.2,10.1,42.0,4.3,4.8,90.4,0.2,3.7,3.9,4.6,2.3,0.8,0.1,2.7,38.3,0,0,6.8,17-18,JJ Redick(17-18),PHI(17-18),109.4,102.4,7.0,14.9,2.04,16.6,0.4,7.1,4.0,8.1,56.9,61.4,20.6,103.62,10.8,2,0,0
Isaiah Thomas,LAL,29,32,15,17,46.5,26.2,8.5,22.7,37.3,3.0,10.1,29.3,6.3,7.1,89.3,0.9,2.7,3.6,8.3,5.1,0.8,0.2,3.1,40.7,0,0,-6.4,17-18,Isaiah Thomas(17-18),LAL(17-18),107.9,114.8,-6.9,26.8,1.61,21.0,1.9,5.6,3.7,13.1,43.8,50.8,27.6,103.05,7.7,2,0,0
Rudy Gay,SAS,31,57,36,21,49.3,26.2,10.1,21.5,47.1,1.5,4.7,31.4,4.5,5.8,77.2,3.0,8.6,11.6,2.9,3.1,1.8,1.5,3.9,51.5,1,0,3.2,17-18,Rudy Gay(17-18),SAS(17-18),106.4,103.9,2.5,9.7,0.94,9.7,6.0,17.5,11.7,10.4,50.6,54.5,23.7,97.08,12.5,2,0,0
Evan Fournier,ORL,25,57,20,37,47.3,26.1,9.5,20.7,45.9,3.3,8.6,37.9,3.9,4.5,86.7,0.6,4.0,4.6,4.3,2.4,1.2,0.4,3.6,40.5,0,0,-3.0,17-18,Evan Fournier(17-18),ORL(17-18),107.1,110.3,-3.2,13.8,1.74,14.6,1.2,8.4,4.8,8.4,53.8,57.7,22.6,101.32,9.3,2,0,0
Isaiah Whitehead,BKN,23,16,2,14,46.8,26.0,10.4,22.4,46.5,1.8,4.7,38.9,3.4,4.9,68.4,1.0,5.7,6.8,5.2,6.3,2.1,0.5,6.0,43.5,0,0,-2.1,17-18,Isaiah Whitehead(17-18),BKN(17-18),96.6,99.0,-2.3,21.3,0.83,14.5,2.2,11.3,6.9,17.4,50.6,53.0,27.4,102.46,8.7,2,0,0
Brook Lopez,LAL,30,74,34,40,47.0,26.0,10.0,21.5,46.5,3.0,8.8,34.5,3.0,4.3,70.3,2.0,6.0,8.0,3.4,2.7,0.8,2.7,5.3,48.5,4,0,-2.1,17-18,Brook Lopez(17-18),LAL(17-18),106.2,108.6,-2.3,11.3,1.29,11.7,4.1,12.0,8.1,9.1,53.6,55.7,23.0,102.03,9.2,1,2,2
Jamal Murray,DEN,21,81,46,35,49.0,25.8,9.1,20.3,45.1,3.2,8.3,37.8,4.4,4.8,90.5,1.6,4.1,5.7,5.2,3.3,1.5,0.5,3.3,43.3,1,0,4.3,17-18,Jamal Murray(17-18),DEN(17-18),113.9,110.2,3.7,15.9,1.59,17.1,3.3,8.7,6.0,10.8,52.9,57.6,22.3,97.75,9.6,2,0,0
Gerald Green,HOU,32,41,33,8,48.2,25.8,8.7,21.4,40.7,5.7,15.4,36.9,2.6,3.1,85.0,0.8,6.1,6.9,1.3,1.6,1.2,0.8,4.5,40.4,0,0,4.8,17-18,Gerald Green(17-18),HOU(17-18),107.3,102.7,4.6,4.5,0.81,5.1,1.6,12.4,6.9,6.3,54.0,56.6,21.9,99.52,8.8,1,2,2
Aaron Gordon,ORL,22,58,19,39,47.9,25.6,9.4,21.7,43.4,2.9,8.6,33.6,3.9,5.6,69.8,2.2,9.3,11.5,3.4,2.7,1.5,1.1,2.8,49.6,17,0,-2.3,17-18,Aaron Gordon(17-18),ORL(17-18),106.3,108.3,-2.0,11.1,1.27,11.3,4.4,19.1,11.6,8.9,50.0,53.0,23.8,100.43,11.3,2,2,2
Tim Hardaway Jr.,NYK,26,57,19,38,48.4,25.6,9.2,22.0,42.1,3.3,10.5,31.7,3.8,4.6,81.6,0.8,4.9,5.8,4.0,2.4,1.6,0.3,3.2,41.6,2,0,-1.9,17-18,Tim Hardaway Jr.(17-18),NYK(17-18),107.9,109.8,-1.9,12.3,1.68,13.1,1.6,9.9,5.7,7.8,49.6,53.3,22.9,99.13,9.1,1,2,2
Al Jefferson,IND,33,36,17,19,48.8,25.4,11.2,21.0,53.4,0.0,0.3,0.0,3.0,3.6,83.3,3.0,11.4,14.4,3.0,2.1,1.6,2.3,6.7,57.0,1,0,-1.1,17-18,Al Jefferson(17-18),IND(17-18),105.4,107.2,-1.8,9.8,1.43,11.1,6.1,22.7,14.4,7.7,53.4,56.3,21.8,98.07,13.5,2,1,1
Jeremy Lamb,CHA,26,80,36,44,48.4,25.4,9.4,20.5,45.7,2.3,6.3,37.0,4.4,5.1,86.1,1.2,6.8,8.0,4.6,2.3,1.5,0.8,3.4,46.4,0,0,1.9,17-18,Jeremy Lamb(17-18),CHA(17-18),109.3,107.9,1.3,15.4,2.0,15.6,2.4,14.0,8.0,7.8,51.3,55.9,22.0,98.9,11.6,2,0,0
Trey Lyles,DEN,22,73,41,32,48.4,25.2,9.4,19.1,49.1,2.9,7.6,38.1,3.5,5.0,70.6,1.9,10.2,12.1,3.2,2.1,1.0,1.2,3.9,49.0,6,0,0.2,17-18,Trey Lyles(17-18),DEN(17-18),108.2,108.4,-0.2,10.5,1.49,11.9,3.9,21.5,12.5,8.0,56.6,59.1,20.5,98.97,12.8,1,2,2
Jabari Parker,MIL,23,31,16,15,47.8,25.1,10.3,21.4,48.2,2.0,5.2,38.3,2.6,3.5,74.1,2.7,7.0,9.7,3.8,2.9,1.6,0.6,3.2,46.3,3,0,-4.2,17-18,Jabari Parker(17-18),MIL(17-18),105.9,109.7,-3.9,12.9,1.31,12.8,5.5,14.5,10.0,9.8,52.9,55.0,22.8,100.62,11.1,2,2,2
Dennis Smith Jr.,DAL,20,69,22,47,48.9,25.0,9.6,24.5,39.5,2.5,8.1,31.3,3.2,4.6,69.4,1.2,5.0,6.2,8.5,4.6,1.7,0.4,3.6,47.0,6,1,-7.8,17-18,Dennis Smith Jr.(17-18),DAL(17-18),102.4,110.1,-7.6,30.1,1.85,21.6,2.3,10.6,6.3,11.7,44.6,47.3,28.0,98.16,8.7,3,0,0
CJ Miles,TOR,31,70,50,20,47.6,24.9,8.1,21.3,37.9,5.8,16.2,36.1,2.9,3.5,83.5,0.6,4.8,5.4,2.0,1.4,1.3,0.7,4.8,39.1,0,0,9.6,17-18,CJ Miles(17-18),TOR(17-18),109.8,101.8,8.0,6.1,1.41,7.6,1.3,9.7,5.5,5.4,51.6,54.5,21.4,99.99,7.7,1,2,2
